age,workclass,fnlwgt,capital-gain
38, Private,131288,0
46, Private,99014,0
22, Private,141003,0
64, Private,344014,0
45, Private,175600,0
31, Local-gov,240504,0
20, Private,174436,0
29, Private,194869,0
23, Private,164901,0
62, Private,72886,0
41, Self-emp-inc,130126,0
42, Self-emp-inc,196514,0
31, Private,103651,0
25, Private,261419,0
61, Private,206339,0
27, Private,445365,0
40, Private,227466,0
49, Private,96854,0
21, Private,163595,0
22, State-gov,181096,0
24, Private,95984,0
37, Private,472517,0
46, Local-gov,60751,0
35, Private,107302,0
41, Private,106501,7688
23, Private,32732,0
34, Self-emp-inc,174789,0
39, Private,301628,0
29, Private,27436,0
24, Private,93977,0
54, Private,139127,0
28, Private,258231,0
25, Self-emp-not-inc,136309,0
50, Private,266433,0
59, Private,140363,0
58, Private,179715,0
55, Private,204816,0
58, Private,35520,7688
46, Private,101320,0
40, Private,210857,0
40, Self-emp-not-inc,60949,0
57, Local-gov,139095,0
46, Private,233493,0
36, Private,176249,0
29, Private,187746,0
32, Private,49593,0
24, Self-emp-not-inc,240160,0
63, Private,76286,0
23, Private,65225,0
36, Private,225330,0
31, Private,101562,0
52, Self-emp-not-inc,27539,7688
60, Local-gov,227311,0
29, ?,51260,0
31, Private,256609,0
35, Local-gov,123939,0
24, Federal-gov,203182,2174
38, Private,111128,0
42, Private,112451,0
44, ?,177461,0
24, Private,332155,0
42, Local-gov,178983,0
54, Private,199392,0
19, Private,311015,0
20, Private,126038,0
21, Private,402124,0
30, Private,198660,0
26, ?,228457,0
34, Self-emp-inc,223267,2829
22, Self-emp-not-inc,249046,0
45, Self-emp-not-inc,127948,0
32, Private,154785,0
28, Private,248404,0
31, Private,137978,0
40, Private,144778,0
30, Private,133250,0
28, Private,402771,0
47, ?,97075,0
21, Private,116234,0
25, Local-gov,262818,0
47, Private,138342,0
50, Private,123374,0
23, Private,202373,0
54, Self-emp-not-inc,180522,0
24, Local-gov,140647,0
50, Private,136898,0
29, Private,140927,0
36, Private,114055,3325
46, Private,114222,0
39, Self-emp-inc,51089,0
46, Private,37353,0
36, Local-gov,379672,0
64, Private,130727,2174
51, Private,172046,0
57, Private,228764,0
21, Private,376393,0
53, Private,185283,0
61, Self-emp-not-inc,195789,0
50, Private,243115,0
74, Private,147558,7262
22, State-gov,62865,0
25, Self-emp-not-inc,275197,0
63, Self-emp-not-inc,124015,0
38, Self-emp-inc,282951,0
46, Private,105253,0
31, Private,119164,0
35, Self-emp-not-inc,263081,0
54, Private,96062,0
50, Private,44942,0
37, Federal-gov,127879,0
37, Private,109633,0
29, Private,109404,0
56, Private,126677,3103
52, Private,101113,0
40, Private,117523,0
29, Private,183523,0
46, Self-emp-not-inc,311231,0
49, Private,459556,0
37, Private,95551,0
36, Private,126675,0
32, Private,200246,0
53, Private,108435,0
18, Private,141332,0
48, Private,117310,0
26, Private,182380,0
64, ?,226878,9386
49, Private,123807,0
41, Private,109539,0
20, Local-gov,38455,0
56, Private,294209,0
33, Private,130215,0
29, Private,285294,0
29, Private,168221,0
55, Private,288907,4787
26, Private,391349,0
32, Private,170276,0
33, Private,117963,0
54, Local-gov,68015,0
20, ?,285208,0
33, Private,181091,0
44, Self-emp-not-inc,53956,0
47, Federal-gov,198223,0
90, Self-emp-not-inc,83601,1086
26, Self-emp-not-inc,201579,0
44, Private,137367,0
33, Private,227325,0
28, Private,129814,0
26, Private,193050,0
33, Private,204557,0
39, Private,165743,0
34, Self-emp-not-inc,48935,0
70, Private,177906,6514
18, Private,93985,0
20, Private,148351,0
65, Local-gov,172646,0
52, Private,145409,0
48, Private,548568,0
47, Private,117849,0
21, Private,320425,0
25, Private,158734,0
59, Private,168416,0
63, Self-emp-not-inc,33487,0
34, Private,205072,0
44, Private,210525,0
45, Self-emp-not-inc,32948,0
48, Self-emp-inc,196689,0
61, Private,87032,0
44, Self-emp-inc,325159,0
42, Self-emp-not-inc,52131,0
40, Private,266439,0
22, Private,61850,0
19, Private,163015,0
25, Private,225135,0
28, Self-emp-inc,109001,0
33, Private,45796,0
29, Private,214987,2174
19, Private,311974,0
48, Private,77404,0
43, Private,153132,0
42, Self-emp-not-inc,64631,0
63, Private,151364,0
25, Private,87487,0
41, Self-emp-not-inc,200479,0
66, Private,30740,0
59, Private,153484,0
29, Local-gov,214385,0
29, ?,565769,0
44, Self-emp-not-inc,92162,0
29, Private,210945,0
41, Private,63105,0
44, Private,185602,0
37, Self-emp-inc,329980,15024
70, Local-gov,111712,0
25, Local-gov,48317,0
42, Private,84661,0
47, Private,121622,0
21, Private,37514,0
72, Private,174993,0
56, Private,159472,0
52, Local-gov,195635,0
37, Private,108282,0
63, Private,55946,0
41, Private,123306,0
27, Private,284250,0
60, Private,113443,0
23, Private,309178,0
44, Private,69236,0
34, Local-gov,182926,0
38, Private,126675,0
39, Private,187693,0
56, Private,41100,0
53, State-gov,261839,0
55, Private,97197,0
29, Private,260645,0
56, Private,116878,0
49, ?,227690,0
29, Private,199411,0
25, Private,194813,0
47, Private,177087,0
44, Self-emp-not-inc,242434,27828
27, Private,399123,0
47, Private,216999,0
47, Private,47270,0
42, Federal-gov,122215,0
26, Private,37898,0
38, Private,61343,0
40, Private,32533,0
30, Private,296897,0
29, Private,201101,0
41, Private,155293,0
40, Private,101593,0
46, State-gov,104908,0
54, Self-emp-not-inc,139023,0
44, Private,429832,0
32, Private,352542,0
64, Private,29559,0
61, Local-gov,205711,0
49, Private,160706,0
59, Federal-gov,101626,0
29, Private,245226,0
39, Private,118286,0
22, Private,187703,0
49, Private,289707,0
32, Private,68330,0
33, Private,118786,0
45, Private,203785,0
23, Private,32732,0
54, Local-gov,204567,0
39, Self-emp-not-inc,131808,7688
22, Private,33272,0
55, Private,117477,0
36, Self-emp-not-inc,240191,41310
38, Private,93287,0
34, Private,127651,0
57, Private,222477,15024
23, Private,345734,0
30, Private,111567,0
38, Private,108293,0
34, Private,424988,0
38, Local-gov,94529,3103
42, Private,163322,0
52, Local-gov,181132,0
32, Private,140092,0
29, Private,131913,0
74, Private,175945,0
48, Private,247053,0
17, Self-emp-not-inc,226203,0
23, Private,205865,0
22, Local-gov,200109,0
53, Private,175029,0
20, Private,55465,0
39, Self-emp-not-inc,36989,0
23, Private,255685,0
30, Private,180765,0
34, Self-emp-not-inc,180607,0
39, Private,48063,0
37, State-gov,159491,0
28, Private,167789,0
23, Private,124971,0
19, State-gov,61710,0
32, Private,127895,0
23, Private,390348,0
25, Private,205337,0
52, Private,260954,0
30, ?,331237,0
22, Private,177526,2907
27, Private,113882,4508
32, Private,29144,0
39, Local-gov,124685,0
18, Private,88440,0
28, Private,265074,0
50, Local-gov,306985,0
72, Private,181494,0
76, Private,138403,0
35, Private,216473,0
36, Private,143123,0
19, Private,132717,0
23, State-gov,389792,0
36, Private,359001,0
50, Private,260052,15020
20, Private,63633,0
64, Self-emp-not-inc,234192,0
53, Local-gov,237523,0
33, Self-emp-not-inc,183778,0
30, Private,205916,0
31, Private,131633,0
43, Private,33121,0
38, Federal-gov,32899,0
18, Private,152171,0
46, Local-gov,127441,0
46, Private,23074,0
42, Private,91585,0
18, Private,83451,0
23, Local-gov,219122,0
81, Private,176500,0
40, ?,246862,0
35, Private,38468,0
24, ?,35633,0
19, Private,194608,0
30, Private,269723,0
24, Private,165054,0
24, Private,127537,0
24, Private,326931,0
24, Private,307133,0
37, Private,371576,0
50, Private,160400,0
37, Private,426350,15024
26, State-gov,121789,0
18, Private,218183,0
24, Private,91189,0
18, Private,232190,0
38, Self-emp-not-inc,233033,0
66, Self-emp-inc,74263,0
33, Private,205950,0
25, Private,213383,0
23, Private,345577,0
20, ?,322144,0
46, Private,158825,14344
64, Self-emp-inc,51286,6418
36, Private,82488,0
31, Federal-gov,40909,0
23, Private,114939,0
61, Private,221534,0
35, Private,149455,0
68, ?,353524,0
30, Private,328734,0
21, Private,112906,0
27, Private,155038,0
26, Private,100125,0
26, State-gov,177048,0
43, Private,72338,0
20, Private,254547,0
20, Local-gov,186213,0
39, Private,270557,0
48, Private,41411,0
36, Private,116445,0
34, Self-emp-not-inc,247540,0
37, Private,358753,5013
37, Self-emp-not-inc,156897,0
44, Self-emp-not-inc,360879,0
51, Private,256051,0
34, Private,179877,0
29, Private,266583,2829
38, Private,187711,0
34, Local-gov,206707,0
63, Local-gov,80655,0
47, Federal-gov,409464,0
62, Private,235997,0
20, Private,59948,0
30, Private,323833,0
53, Private,290290,0
20, ?,291746,0
77, Private,189173,0
50, State-gov,392668,0
61, Private,132529,0
56, Private,68080,0
17, Private,194717,0
43, Private,307767,0
61, Private,90051,3456
77, State-gov,267799,0
49, Private,81535,0
26, Self-emp-not-inc,334267,0
30, Self-emp-not-inc,55912,0
36, Private,172706,0
35, Private,240467,0
23, Private,186006,0
38, Private,65738,0
40, Self-emp-not-inc,192878,0
27, State-gov,413870,0
45, Private,176341,0
66, ?,28367,0
24, Private,117210,0
21, ?,231286,0
42, Private,188465,0
31, Local-gov,253456,0
54, Private,140592,0
46, Private,171335,0
29, State-gov,73928,0
24, Private,161415,0
24, Private,395297,0
40, State-gov,385357,0
45, State-gov,160599,0
35, Private,222450,0
61, ?,38603,0
50, Private,178946,0
36, Private,106471,0
35, Private,341643,0
25, Private,97952,0
31, Private,111567,0
43, Local-gov,201764,0
30, Private,153549,0
44, Local-gov,264016,0
42, Private,194636,0
64, State-gov,184271,0
23, Local-gov,49296,0
60, Private,96099,4101
18, Self-emp-not-inc,304699,0
24, Private,267181,0
40, Private,154076,0
17, Private,98209,0
33, Private,92003,0
43, Private,103759,0
56, Private,269681,0
25, Private,789600,0
25, Private,152165,0
34, Private,260560,0
40, Self-emp-inc,214781,7298
64, Private,207188,0
41, Private,246258,0
44, Private,101563,7430
60, Private,69955,4064
25, Private,124111,0
38, Private,237091,0
26, Private,318644,0
19, Private,138917,0
31, Private,97405,0
28, Private,196674,0
25, Private,405281,0
49, Private,186256,0
44, Private,120277,0
33, Private,161035,0
34, Private,176244,0
54, Private,32454,0
39, Private,346478,0
43, Private,196158,0
42, Federal-gov,208470,0
23, Private,215616,0
23, Private,275357,0
23, Self-emp-inc,304871,0
54, Private,99185,0
23, Private,115085,0
58, Private,82050,0
46, Private,123681,0
29, Private,193152,0
53, Private,309466,0
77, Local-gov,100883,0
37, Private,32528,0
18, Private,245199,0
36, Private,72375,0
34, Private,117963,0
45, Private,160440,0
64, Federal-gov,113570,0
58, ?,191830,0
24, Private,232328,0
37, Private,92028,0
48, Private,138342,0
42, Private,197810,0
28, Private,102142,0
31, Private,104223,0
34, Private,132835,0
31, Self-emp-not-inc,109195,0
33, Private,203463,0
47, Local-gov,33114,0
27, Private,187450,0
36, Private,104213,0
31, Private,257849,0
56, Private,50490,0
18, Private,85508,0
54, Self-emp-not-inc,60449,0
27, Local-gov,131310,0
65, Self-emp-not-inc,158177,10605
65, Private,115922,0
21, Private,403471,0
22, Private,176131,0
32, Private,149531,0
42, Private,262243,0
32, Private,64658,0
21, Private,127914,0
49, Self-emp-inc,182211,0
30, Private,48520,0
20, Private,403118,0
55, Private,119344,0
46, Self-emp-not-inc,334456,0
31, Private,263110,0
31, Self-emp-not-inc,279015,0
58, Private,195878,0
34, Private,217652,0
65, Federal-gov,44807,0
48, Private,129777,0
28, ?,195568,0
44, Private,227466,0
26, Private,228457,0
45, Self-emp-not-inc,247053,0
19, Private,188669,0
45, Private,40666,0
57, ?,190514,0
36, Local-gov,404661,0
45, Self-emp-not-inc,39986,0
43, Private,175133,0
62, Private,101375,0
31, Private,256680,0
46, State-gov,136878,0
51, Private,106151,0
38, ?,242221,0
38, Private,101387,0
51, Private,196828,0
20, ?,195075,0
22, Private,333910,0
46, Self-emp-not-inc,103540,0
67, Self-emp-not-inc,36876,0
55, Private,158651,0
24, Private,196943,0
41, Private,184583,0
33, Private,244817,0
35, Private,386726,0
56, Self-emp-inc,373593,0
27, Private,206199,0
32, Private,93283,0
29, ?,103628,0
21, Local-gov,391936,0
31, Local-gov,168740,0
42, Private,150568,0
19, Private,201178,0
63, Private,75813,99999
34, Local-gov,398988,0
38, Private,158363,0
19, Private,81961,0
34, Private,170017,0
21, Private,348092,0
27, Private,54861,0
63, Self-emp-not-inc,74991,0
25, Private,106552,0
51, Private,27539,0
50, Private,268913,0
63, Private,199888,0
53, Private,288216,0
18, Self-emp-inc,378036,0
41, Private,127314,5178
32, Private,115963,0
19, Private,332928,0
41, Self-emp-not-inc,178510,0
29, Private,53147,0
66, Private,115880,3818
57, Private,375502,0
49, Self-emp-not-inc,155659,0
36, Private,122240,0
33, Private,112305,0
46, Federal-gov,35136,0
27, Private,215423,0
24, Private,116358,0
17, Private,171461,0
32, Private,131584,0
40, Self-emp-inc,29520,0
35, Local-gov,246463,0
22, Private,32616,0
41, Private,144144,0
75, ?,222789,0
22, Private,227594,0
45, Local-gov,375606,0
46, Private,180532,0
50, State-gov,54342,0
31, Private,208798,0
47, Local-gov,377401,0
36, Self-emp-not-inc,110861,0
42, Private,144594,0
23, Private,129345,0
28, Private,424340,0
44, Private,187702,0
47, State-gov,293917,0
61, Private,160143,15024
50, Private,345450,0
54, State-gov,180881,0
18, Private,102690,0
46, Private,265371,0
44, Private,167333,0
50, Self-emp-inc,447144,0
32, Private,280077,0
48, Private,143920,0
40, Private,190507,0
34, Self-emp-not-inc,59469,0
31, Private,74501,0
43, Self-emp-inc,215458,99999
33, Private,281685,0
62, Private,78273,0
44, Private,105475,0
55, Private,174260,0
42, Self-emp-inc,149102,0
42, Private,188331,15024
23, Private,864960,0
63, Private,154526,0
23, Private,60783,0
32, Private,186269,2907
30, Private,398019,0
50, Federal-gov,237503,0
19, Private,93762,0
40, Private,59916,0
45, Private,203264,0
51, Self-emp-not-inc,299119,0
29, Federal-gov,114072,0
18, ?,167875,0
64, Private,130525,0
58, Private,71283,0
43, Local-gov,85440,0
27, Private,136077,0
40, Private,222434,0
25, Private,138111,2174
27, Private,225746,0
54, Private,240358,0
25, Private,139863,0
39, Private,278632,0
51, Self-emp-not-inc,71046,0
29, Private,312985,0
49, Federal-gov,276309,0
29, ?,199116,2407
39, Private,52870,0
51, State-gov,79324,0
50, Private,188882,0
39, Federal-gov,72338,0
23, ?,234108,0
24, Private,113936,0
43, Private,182521,15020
60, Private,124198,4386
20, Private,228960,0
60, Self-emp-not-inc,176360,0
35, Private,178649,0
41, Private,338740,0
31, Private,205659,0
59, Private,258883,0
45, Private,196638,0
43, Self-emp-not-inc,95246,0
20, ?,216672,0
25, Private,61956,4650
33, Private,157216,0
68, ?,150250,0
37, Private,112838,0
31, State-gov,158688,0
31, State-gov,227864,0
31, Private,173858,0
51, Private,30012,0
20, ?,50163,0
50, State-gov,143822,15024
19, ?,497414,0
30, Private,235109,0
32, Private,339196,0
61, Private,181028,0
43, Private,59460,0
21, Private,97212,0
32, Private,103642,0
41, Private,70447,0
27, Private,321456,0
23, Private,126613,0
52, Self-emp-not-inc,149508,0
38, Private,332154,0
18, ?,471876,0
25, Private,140669,0
38, Private,107164,0
39, Private,225707,0
64, Self-emp-inc,56588,0
31, Self-emp-inc,183125,0
56, Private,177368,7298
40, Private,218653,0
39, Private,191137,0
50, Private,181585,0
23, Private,142566,0
41, Self-emp-inc,220821,0
37, Private,280966,0
52, Private,153155,15024
29, Private,195446,0
62, Private,77884,0
41, Private,99373,0
47, Private,118729,0
25, Private,108414,0
22, Private,198366,0
42, Private,238384,0
27, Private,214695,0
33, Private,120420,0
37, Private,186934,0
29, Self-emp-not-inc,100368,0
49, Private,723746,0
67, ?,427422,2414
44, Private,54271,0
47, Private,189680,0
49, Private,230796,0
37, State-gov,195843,5013
41, Private,109912,15024
19, Private,42069,0
22, Private,335950,0
45, Private,163174,4386
24, Private,81145,0
67, Local-gov,312052,0
28, Private,209934,0
22, ?,269221,0
57, Private,322691,0
68, Private,99849,0
23, ?,213004,0
49, Private,182313,0
42, Private,201505,0
61, Self-emp-not-inc,227119,0
47, Private,202395,0
22, Private,170583,0
58, State-gov,21838,7688
50, Self-emp-inc,68898,7688
34, Private,226702,0
59, ?,168079,0
42, Self-emp-inc,173628,0
20, Private,164529,0
27, Self-emp-not-inc,301514,0
50, Private,194580,0
63, Private,165611,15024
32, Private,96480,0
37, State-gov,224700,0
63, Self-emp-not-inc,141962,0
22, Private,377815,0
24, Private,271379,0
